Tipo;Entidade;Número;Data;Sumário;Link;;
Resolução do Conselho de Ministros;;6/2003;2003/20/01;Aprova o conceito estratégico de defesa nacional;https://dre.pt/application/file/172789;;

Portaria;;71/2003;2003/20/01;Altera o Regulamento do Registo Nacional das Organizações não Governamentais de Ambiente (ONGA) e Equiparadas, aprovado pela Portaria n.º 478/99, de 29 de Junho;https://dre.pt/application/file/172786;;

Portaria;;1387/2003;2003/22/12;Introduz medidas de segurança e controlo relativas ao uso do coque do petróleo pela indústria;https://dre.pt/application/file/a/423692;;

Portaria;;144/2003;2003/10/02;prova os impressos necessários para o regular processamento administrativo do registo, licenciamento de exploração, transferência de propriedade e de local de exploração de máquinas automáticas, mecânicas e eléctricas ou electrónicas de diversão a cargo das câmaras municipais. Revoga a Portaria n.º 44/96, de 15 de Fevereiro;https://dre.pt/application/file/a/199013;;

Regulamento;CE;859/2003;2003/14/05;Regulamento (CE) n.° 859/2003 do Conselho, de 14-05-2003, que torna extensivas as disposições do Regulamento (CEE) n.° 1408/71 e (CEE) n.° 574/72 aos nacionais de Estados terceiros que ainda não estão abrangidos por estas disposições por razões exclusivas de nacionalidade.;http://eur-lex.europa.eu/legal-content/PT/TXT/PDF/?uri=CELEX:32003R0859&from=PT;;

Regulamento;CE;998/2003;2003/26/05;"Relativo às condições de polícia sanitária aplicáveis à circulação sem caráter comercial de animais
de companhia e que altera a Diretiva 92/65/CEE do Conselho";http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2003:146:0001:0009:PT:PDF;;

Regulamento;CE;2201/2003;2003/27/11;relativo à competência, ao reconhecimento e à execução de decisões em matéria matrimonial e em matéria de responsabilidade parental e que revoga o Regulamento (CE) n.o 1347/2000;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2003:338:0001:0029:PT:PDF;;

Recomendação;CE;878/2003;2003/02/12;Recomendação do Conselho, de 2-12-2003, sobre o rastreio do cancro (2003/878/CE).;http://eur-lex.europa.eu/legal-content/PT/TXT/PDF/?uri=CELEX:32003H0878&from=PT;;

Deliberação;CSM;55/2003;2003/31/08;Conselho Superior da Magistratura. Aprova o Regulamento das Inspecções Judiciais.;https://dre.pt/application/file/1255209;;

Resolução da Assembleia da República;;67/2003;2003/07/08;Aprova, para adesão, a Convenção de Viena sobre o Direito dos Tratados, assinada em 23-05-1969;https://dre.pt/application/file/645669;;

Recomendação;OMS;GDWQ/2004;2004/01/01;"Recomendações da Organização Mundial de saúde para a qualidade da água potável: ""WHO (2004) Guidelines for drinking-water quality, Volume 1: Recommendations. WHO, Geneva (3rd edition)""";http://www.who.int/water_sanitation_health/dwq/GDWQ2004web.pdf;;

Circular;AT;2/2004;2004/20/01;Tratamento fiscal dos donativos;https://info.portaldasfinancas.gov.pt/NR/rdonlyres/28B8B5C4-76E8-4411-83F8-C55C2CAB7D4D/0/circular_2-2004_de_20_de_janeiro_da_dsirc.pdf;;

Circular Informativa;DGS;20/2004;2004/18/05;Cartão Europeu de Seguro de Doença (Circular Informativa DSPCS).;http://www2.portaldasaude.pt/NR/rdonlyres/5FDE16C9-ACE0-418A-B97B-A274AEEE403B/0/CircularInformativan20DPCS.pdf;;

Decreto Regulamentar;;25/2004;2004/15/07;Regulamenta o Decreto-Lei n.º 290-D/99, de 2 de Agosto, que aprova o regime jurídico dos documentos electrónicos e da assinatura digital;https://dre.pt/application/file/527139;;

DL;;2/2004;2004/02/01;Aprova o Regulamento Técnico da Produção e Comercialização de Sementes de Espécies Oleaginosas e Fibrosas, destinadas a produção agrícola, com exclusão da utilização para fins ornamentais, transpondo para a ordem jurídica nacional a Diretiva n.º 2002/57/CE, do Conselho, de 13 de Junho, relativa à comercialização de sementes de espécies oleaginosas e fibrosas, com a redação que lhe foi dada pelas Diretivas n.os 2002/68/CE, do Conselho, de 19 de Julho, e 2003/45/CE, da Comissão, de 28 de Maio;https://dre.pt/application/file/240315;;

DL;;3/2004;2004/03/01;Estabelece o regime jurídico a que fica sujeito o licenciamento da instalação e da exploração dos centros integrados de recuperação, valorização e eliminação de resíduos perigosos (CIRVER);https://dre.pt/application/file/240303;;

DL;; 12/2004;2004/09/01;Estabelece o regime jurídico de ingresso e permanência na actividade da construção;https://dre.pt/application/file/241107;;

DL;;26/2004;2004/04/02;No uso da autorização legislativa concedida pela Lei n.º 49/2003, de 22 de Agosto, aprova o Estatuto do Notariado;https://dre.pt/application/file/592269;;

DL;;38/2004;2004/27/02;Altera as datas limite de utilização dos empréstimos contraídos ao abrigo da linha de crédito criada pelo Decreto-Lei n.º 306/2003, de 9 de Dezembro;https://dre.pt/application/file/568247;;

DL;;47/2004;2004/03/03;Define o regime geral das incorporações da documentação de valor permanente em arquivos públicos;https://dre.pt/application/file/551682;;

DL;;53/2004;2004/18/03;No uso da autorização legislativa concedida pela Lei n.º 39/2003, de 22 de Agosto, aprova o Código da Insolvência e da Recuperação de Empresas;https://dre.pt/application/file/538358;;

DL;;68/2004;2004/25/03;Estabelece os requisitos a que obedecem a publicidade e a informação disponibilizadas aos consumidores no âmbito da aquisição de imóveis para habitação;https://dre.pt/application/file/211086;;

DL;;78/2004;2004/03/04;Estabelece o regime da prevenção e controlo das emissões de poluentes para a atmosfera, fixando os princípios, objectivos e instrumentos apropriados à garantia da proteção do recurso natural ar,;https://dre.pt/application/file/218379;;

DL;;108/2004;2004/11/05;Altera o Decreto-Lei n.º 83/2000, de 11 de Maio, que aprova o regime legal da concessão e emissão de passaportes;https://dre.pt/application/file/264263;;

DL;;124/2004;2004/25/05;Aprova o Regulamento da Náutica de Recreio;https://dre.pt/application/file/a/252121;;

DL;;142/2004;2004/11/06;Aprova o regime jurídico da actividade termal;https://dre.pt/application/file/286010;;

DL;;144/2004;2004/15/06;Aprova a articulação entre as diversas entidades nacionais para execução das tarefas decorrentes da participação no programa previsto no n.º 2 do artigo 16.º da Diretiva n.º98/8/CE, do Parlamento Europeu e do Conselho, de 16 de Fevereiro;https://dre.pt/application/file/287716;;

DL;;165/2004;2004/06/07;Altera o artigo 29.º do Decreto-Lei n.º 290-D/99, de 2 de Agosto, que aprova o regime jurídico dos documentos electrónicos e da assinatura digital, na redação que lhe foi dada pelo Decreto-Lei n.º 62/2003, de 3 de Abril;https://dre.pt/application/file/517312;;

DL;;201/2004;2004/18/08;Altera o Decreto-Lei n.º 316/98, de 20 de Outubro, que institui o procedimento extrajudicial de conciliação para viabilização de empresas em situação de insolvência ou em situação económica difícil;https://dre.pt/application/file/480648;;

DL;;202/2004;2004/18/08;Estabelece o regime jurídico da conservação, fomento e exploração dos recursos cinegéticos, com vista à sua gestão sustentável, bem como os princípios reguladores da actividade cinegética;http://dre.pt/pdf1sdip/2004/08/194A00/53185351.pdf;;

DL;;212/2004;2004/23/08;Estabelece a organização institucional do sector vitivinícola;https://dre.pt/application/file/479716;;

Lei;; 2/2004;2004/15/01;Aprova o estatuto do pessoal dirigente dos serviços e organismos da administração central, regional e local do Estado;https://dre.pt/application/file/603296;;

Lei;;3/2004;2004/15/01;Aprova a lei quadro dos institutos públicos;https://dre.pt/application/file/603298;;

Lei;;4/2004;2004/15/01;Estabelece os princípios e normas a que deve obedecer a organização da administração direta do Estado;https://dre.pt/application/file/603295;;

Lei;;5/2004;2004/10/02;Lei das Comunicações Electrónicas;https://dre.pt/application/file/581093;;

Lei;;19/2004;2004/20/05;Revisão da lei quadro que define o regime e forma de criação das polícias municipais;http://dre.pt/pdf1sdip/2004/05/118A00/31523155.pdf;;

Lei;;23/2004;2004/22/06;Aprova o regime jurídico do contrato individual de trabalho da Administração Pública;https://dre.pt/application/file/271940;;

Lei;;26/2004;2004/08/07;Aprova o Estatuto do Mecenato Científico e procede à nona alteração do Decreto-Lei n.º 74/99, de 16 de Março (Estatuto do Mecenato);https://dre.pt/application/file/517278;;

Lei;;31/2004;2004/22/07;Adapta a legislação penal portuguesa ao Estatuto do Tribunal Penal Internacional, tipificando as condutas que constituem crimes de violação do direito internacional humanitário - 17.ª alteração ao Código Penal;https://dre.pt/application/file/507476;;

Lei;;34/2004;2004/29/07;Altera o regime de acesso ao direito e aos tribunais e transpõe para a ordem jurídica nacional a Diretiva n.º 2003/8/CE, do Conselho, de 27 de Janeiro, relativa à melhoria do acesso à justiça nos litígios transfronteiriços através do estabelecimento de regras mínimas comuns relativas ao apoio judiciário no âmbito desses litígios;https://dre.pt/application/file/502332;;

Lei;;35/2004;2004/29/07;Regulamenta a Lei n.º 99/2003, de 27 de Agosto, que aprovou o Código do Trabalho;https://dre.pt/application/file/502337;;

Lei;;40/2004;2004/18/08;Estatuto do Bolseiro de Investigação;https://dre.pt/application/file/480646;;

Lei;;41/2004;2004/18/08;Transpõe para a ordem jurídica nacional a Diretiva n.º 2002/58/CE, do Parlamento Europeu e do Conselho, de 12 de Julho, relativa ao tratamento de dados pessoais e à proteção da privacidade no sector das comunicações electrónicas;https://dre.pt/application/file/480651;;

Lei;;45/2004;2004/19/08;Estabelece o regime jurídico das perícias médico-legais e forenses;https://dre.pt/application/file/480460;;

Lei;;47/2004;2004/19/08;Aprova a Lei Quadro dos Museus Portugueses;https://dre.pt/application/file/480457;;

Lei;;50/2004;2004/24/08;Transpõe para a ordem jurídica nacional a Diretiva n.º 2001/29/CE, do Parlamento Europeu e do Conselho, de 22 de Maio, relativa à harmonização de certos aspectos do direito de autor e dos direitos conexos na sociedade de informação (quinta alteração ao Código do Direito de Autor e dos Direitos Conexos e primeira alteração à Lei n.º 62/98, de 1 de Setembro);https://dre.pt/application/file/a/479546;;

Resolução da Assembleia da República;;74/2004;2004/16/11;"Aprova, para ratificação, a Concordata entre a República Portuguesa e a Santa Sé, assinada em 18 de Maio de 2004 na
cidade do Vaticano.
";http://www.educris.com/v2/123-geral/927-concordata-entre-a-santa-se-e-a-república-portuguesa---2004;;

Portaria;;209/2004;2004/03/03;Aprova a Lista Europeia de Resíduos;https://dre.pt/application/file/551687;;

Portaria;;303-A/2004;2004/22/03;Introduz restrições de operação relacionadas com o ruído, adequadas ao objectivo ambiental estabelecido para o Aeroporto de Lisboa;https://dre.pt/application/file/644592;;

Portaria;;421/2004;2004/24/04;Aprova o Regulamento de Registo, Classificação e Licenciamento de Cães e Gatos. Revoga a Portaria n.º 1427/2001, de 15 de Dezembro;https://dre.pt/application/file/222942;;

Regulamento;CE; 273/2004;2004/11/02;Relativo aos precursores de drogas: Medidas para o controlo e a fiscalização de substâncias frequentemente utilizadas no fabrico ilegal de estupefacientes ou de substâncias psicotrópicas;http://eur-lex.europa.eu/legal-content/PT/TXT/?uri=URISERV%3Al33215;;

Regulamento;CE;883/2004;2004/29/04;Rectificação ao Regulamento (CE) n.o 883/2004 do Parlamento Europeue do Conselho, de 29 de Abril de 2004, relativo à coordenação dos sistemas de segurança social;http://eur-lex.europa.eu/legal-content/PT/TXT/PDF/?uri=CELEX:32004R0883R(01)&from=PT;;

Resolução do Conselho de Ministros;;53/2004;2004/21/04;Aprova a operacionalização da reforma da Administração Pública, áreas de actuação e metodologias de aplicação;https://dre.pt/application/file/223322;;

Portaria;;1273/2004;2004/07/10;Aprova o Regulamento de Gestão do Fundo de Estabilização Financeira da Segurança Social. Revoga a Portaria n.º 1557-B/2002, de 30 de Dezembro;http://data.dre.pt/eli/port/1273/2004/10/07/p/dre/pt/html;;

Circular Normativa;DGS;08/2005;2005/21/12;Programa Nacional de Vacinação 2006. Orientações Técnicas 08/DT/2005.;https://www.dgs.pt/upload/membro.id/ficheiros/i007442.pdf;;

Deliberação;CSTAF;825/2005;2005/16/06;Por Deliberação do Conselho Superior dos Tribunais Administrativos e Fiscais de 30-05-2005, retificada por despacho de 1-06-2005, são reformulados os critérios de classificação das espécies de processos;https://dre.pt/application/file/3341180;;

DL;;44/2005;2005/23/02;Altera o Código da Estrada, aprovado pelo Decreto-Lei n.º 114/94, de 3 de Maio;https://dre.pt/application/file/608662;;

DL;;49/2005;2005/24/02;Primeira alteração ao Decreto-Lei n.º 140/99, de 24 de Abril, que procedeu à transposição para a ordem jurídica interna da Diretiva n.º 79/409/CEE, do Conselho, de 2 de Abril, relativa à conservação das aves selvagens (Diretiva aves) e da Diretiva n.º 92/43/CEE, do Conselho, de 21 de Maio, relativa à preservação dos habitats naturais e da fauna e da flora selvagens (Diretiva habitats);https://dre.pt/application/file/608095;;

DL;;50/2005;2005/25/02;Transpõe para a ordem jurídica interna a Diretiva n.º 2001/45/CE, do Parlamento Europeu e do Conselho, de 27 de Junho, relativa às prescrições mínimas de segurança e de saúde para a utilização pelos trabalhadores de equipamentos de trabalho;https://dre.pt/application/file/584329;;

DL;;67/2005;2005/15/03;Regula o reconhecimento pelo Estado Português dos graus académicos conferidos na sequência da conclusão com êxito de um curso de mestrado «Erasmus Mundus» e a sua titulação;https://dre.pt/pdf1sdip/2005/03/052A00/22652266.pdf;;
